age,work-class,occupation,sex,hours-pw,income-level
31, Private, Craft-repair, Male,45, <=50K
50, Self-emp-inc, Prof-specialty, Male,40, >50K
31, Local-gov, Adm-clerical, Female,40, <=50K
71, Private, Craft-repair, Male,15, <=50K
30, State-gov, Tech-support, Male,40, >50K
20, Private, Other-service, Male,20, <=50K
24, Private, Exec-managerial, Male,50, <=50K
35, Private, Prof-specialty, Male,40, >50K
38, State-gov, Exec-managerial, Female,45, <=50K
27, Private, Machine-op-inspct, Female,32, <=50K
29, State-gov, Adm-clerical, Female,40, <=50K
34, Private, Craft-repair, Male,45, <=50K
44, Private, Craft-repair, Male,35, <=50K
43, Private, Machine-op-inspct, Male,40, >50K
44, Self-emp-not-inc, Handlers-cleaners, Male,40, >50K
35, Private, Sales, Male,60, <=50K
27, Private, Prof-specialty, Male,40, <=50K
43, Local-gov, Prof-specialty, Male,38, <=50K
20, Private, Sales, Female,25, <=50K
42, Private, Prof-specialty, Female,40, >50K
27, State-gov, Transport-moving, Male,40, <=50K
42, Private, Craft-repair, Male,40, >50K
24, Private, Machine-op-inspct, Male,40, <=50K
48, Federal-gov, Exec-managerial, Male,40, <=50K
17, Self-emp-not-inc, Farming-fishing, Male,10, <=50K
33, Private, Exec-managerial, Male,40, >50K
50, Self-emp-inc, Sales, Male,50, >50K
22, Private, Sales, Female,40, <=50K
17, Private, Other-service, Male,16, <=50K
32, Private, Adm-clerical, Male,40, <=50K
31, Private, Craft-repair, Male,45, <=50K
58, Self-emp-not-inc, Exec-managerial, Male,50, <=50K
29, Local-gov, Protective-serv, Male,48, <=50K
37, Private, Craft-repair, Male,40, >50K
34, Self-emp-not-inc, Craft-repair, Male,40, >50K
23, Local-gov, Exec-managerial, Male,40, <=50K
18, State-gov, Adm-clerical, Female,5, <=50K
34, Private, Exec-managerial, Female,40, <=50K
45, Local-gov, Prof-specialty, Female,55, <=50K
41, Private, Exec-managerial, Male,35, <=50K
26, Private, Other-service, Male,30, <=50K
54, Local-gov, Farming-fishing, Male,40, <=50K
24, Private, Machine-op-inspct, Female,45, <=50K
42, Private, Prof-specialty, Male,50, <=50K
20, Private, Prof-specialty, Male,20, <=50K
23, State-gov, Tech-support, Female,20, <=50K
35, Private, Prof-specialty, Male,60, >50K
31, Private, Tech-support, Male,40, >50K
30, Private, Prof-specialty, Female,40, <=50K
19, Private, Sales, Female,20, <=50K
36, Local-gov, Prof-specialty, Male,50, <=50K
31, Private, Sales, Female,40, <=50K
21, Private, Handlers-cleaners, Male,30, <=50K
31, Self-emp-not-inc, Craft-repair, Male,40, <=50K
46, Private, Prof-specialty, Female,65, >50K
44, Private, Exec-managerial, Female,50, >50K
40, Private, Other-service, Male,40, <=50K
45, Private, Sales, Male,40, <=50K
60, Private, Craft-repair, Male,35, <=50K
18, Private, Other-service, Male,25, <=50K
28, Private, Prof-specialty, Male,40, <=50K
36, Private, Adm-clerical, Female,40, <=50K
36, Private, Prof-specialty, Male,40, <=50K
40, Private, Tech-support, Male,40, <=50K
36, Local-gov, Adm-clerical, Female,35, <=50K
31, Private, Other-service, Female,40, <=50K
33, Private, Machine-op-inspct, Male,40, <=50K
19, State-gov, Tech-support, Female,40, <=50K
22, Private, Sales, Female,15, <=50K
34, Private, Exec-managerial, Male,45, >50K
33, Private, Other-service, Male,40, <=50K
41, Private, Craft-repair, Male,60, <=50K
29, Private, Prof-specialty, Male,40, <=50K
50, Local-gov, Exec-managerial, Male,42, >50K
42, Private, Exec-managerial, Male,45, >50K
43, Private, Prof-specialty, Male,40, >50K
44, Private, Sales, Female,40, <=50K
20, Private, Other-service, Female,20, <=50K
31, Private, Other-service, Male,40, <=50K
65, Self-emp-not-inc, Exec-managerial, Male,59, >50K
23, Private, Other-service, Female,24, <=50K
55, Private, Adm-clerical, Female,40, <=50K
26, Private, Adm-clerical, Male,45, <=50K
25, Private, Other-service, Female,15, <=50K
35, Private, Craft-repair, Male,40, <=50K
36, Private, Sales, Female,36, <=50K
43, State-gov, Prof-specialty, Male,50, <=50K
56, Private, Other-service, Female,20, <=50K
42, Private, Tech-support, Male,40, >50K
19, Private, Other-service, Female,25, <=50K
55, Self-emp-not-inc, Transport-moving, Male,72, <=50K
42, Private, Exec-managerial, Female,50, >50K
26, Private, Tech-support, Male,40, <=50K
17, Private, Handlers-cleaners, Male,20, <=50K
42, Local-gov, Prof-specialty, Female,40, >50K
55, Private, Transport-moving, Male,40, >50K
32, Private, Adm-clerical, Female,40, <=50K
29, Private, Craft-repair, Male,40, <=50K
46, State-gov, Prof-specialty, Male,37, <=50K
29, State-gov, Exec-managerial, Male,40, >50K
22, Private, Prof-specialty, Male,20, <=50K
58, Self-emp-not-inc, Craft-repair, Male,40, <=50K
23, Private, Transport-moving, Male,50, <=50K
39, Private, Handlers-cleaners, Male,40, <=50K
27, Private, Craft-repair, Male,38, <=50K
54, Private, Transport-moving, Male,40, >50K
33, Local-gov, Prof-specialty, Female,45, <=50K
46, Federal-gov, Adm-clerical, Female,40, >50K
37, Private, Farming-fishing, Male,40, <=50K
36, Private, Other-service, Female,18, <=50K
59, Local-gov, Adm-clerical, Female,38, >50K
34, Local-gov, Protective-serv, Male,40, <=50K
53, Self-emp-inc, Exec-managerial, Male,70, >50K
51, Private, Sales, Male,55, >50K
32, Private, Other-service, Female,42, <=50K
31, State-gov, Other-service, Male,40, <=50K
22, Private, Sales, Female,30, <=50K
47, Self-emp-not-inc, Sales, Female,50, <=50K
32, Private, Machine-op-inspct, Male,40, <=50K
26, Private, Farming-fishing, Female,38, <=50K
37, Private, Farming-fishing, Male,32, <=50K
31, Private, Craft-repair, Male,55, <=50K
37, Private, Tech-support, Female,24, >50K
55, Private, Sales, Male,38, <=50K
23, Local-gov, Tech-support, Male,56, <=50K
36, Private, Adm-clerical, Female,40, <=50K
34, Private, Prof-specialty, Male,40, <=50K
43, Private, Sales, Male,50, >50K
54, Private, Tech-support, Male,40, <=50K
43, State-gov, Craft-repair, Male,40, <=50K
28, Private, Machine-op-inspct, Female,42, <=50K
40, Private, Exec-managerial, Male,50, >50K
41, Self-emp-not-inc, Exec-managerial, Male,60, <=50K
40, Private, Sales, Female,55, >50K
42, Private, Adm-clerical, Female,38, <=50K
61, Self-emp-not-inc, Farming-fishing, Male,50, <=50K
18, Private, Machine-op-inspct, Male,30, <=50K
48, Private, Tech-support, Male,50, >50K
41, Self-emp-inc, Tech-support, Male,40, <=50K
23, Private, Sales, Female,40, <=50K
60, Private, Transport-moving, Male,60, >50K
22, Private, Other-service, Male,20, <=50K
61, Private, Machine-op-inspct, Male,40, <=50K
25, Private, Machine-op-inspct, Male,40, <=50K
46, Private, Tech-support, Male,35, >50K
43, Private, Exec-managerial, Male,40, >50K
43, Private, Craft-repair, Male,40, <=50K
24, Private, Other-service, Male,30, <=50K
68, Self-emp-not-inc, Farming-fishing, Male,20, <=50K
31, Private, Adm-clerical, Female,38, <=50K
17, Private, Sales, Female,20, <=50K
32, Private, Craft-repair, Male,48, >50K
33, Private, Prof-specialty, Male,47, >50K
64, Private, Prof-specialty, Male,40, >50K
20, Private, Transport-moving, Male,30, <=50K
30, Private, Other-service, Female,36, <=50K
43, Private, Exec-managerial, Male,45, <=50K
22, Private, Adm-clerical, Male,40, <=50K
17, Private, Farming-fishing, Male,20, <=50K
47, Self-emp-not-inc, Other-service, Female,75, <=50K
41, Private, Prof-specialty, Female,60, <=50K
56, Private, Craft-repair, Male,50, >50K
64, Private, Transport-moving, Male,45, <=50K
47, Private, Transport-moving, Male,50, >50K
48, Private, Adm-clerical, Male,40, <=50K
31, Private, Prof-specialty, Female,46, <=50K
29, Private, Tech-support, Male,40, <=50K
30, Private, Adm-clerical, Female,40, <=50K
32, Private, Exec-managerial, Male,60, <=50K
57, Private, Transport-moving, Male,42, >50K
62, Private, Other-service, Female,40, <=50K
39, Private, Machine-op-inspct, Female,24, <=50K
43, Private, Adm-clerical, Male,25, <=50K
24, Self-emp-inc, Sales, Male,40, <=50K
53, Private, Adm-clerical, Female,40, >50K
26, Private, Handlers-cleaners, Male,40, <=50K
73, Self-emp-not-inc, Exec-managerial, Male,40, <=50K
55, Private, Machine-op-inspct, Male,40, <=50K
25, Private, Adm-clerical, Male,40, <=50K
41, Private, Prof-specialty, Female,50, >50K
24, Private, Exec-managerial, Male,50, <=50K
63, Private, Farming-fishing, Male,6, <=50K
17, Private, Sales, Male,20, <=50K
35, Private, Craft-repair, Male,50, <=50K
51, Private, Prof-specialty, Male,40, >50K
62, Local-gov, Prof-specialty, Female,48, <=50K
55, Private, Craft-repair, Male,40, >50K
43, Private, Prof-specialty, Male,40, <=50K
40, Local-gov, Other-service, Female,50, <=50K
37, Private, Exec-managerial, Male,45, >50K
39, Private, Craft-repair, Male,40, <=50K
31, Private, Craft-repair, Male,18, <=50K
61, Private, Prof-specialty, Female,40, >50K
26, Private, Adm-clerical, Female,55, <=50K
46, Self-emp-not-inc, Sales, Male,50, <=50K
26, Private, Prof-specialty, Female,40, <=50K
48, State-gov, Prof-specialty, Male,50, >50K
34, Private, Transport-moving, Male,40, <=50K
34, Local-gov, Adm-clerical, Female,40, <=50K
59, Private, Other-service, Male,40, >50K
34, Private, Prof-specialty, Female,40, <=50K
49, Private, Exec-managerial, Female,56, >50K
18, Private, Adm-clerical, Female,20, <=50K
43, Private, Farming-fishing, Male,40, <=50K
48, Private, Exec-managerial, Male,50, <=50K
28, Self-emp-inc, Exec-managerial, Male,70, <=50K
33, Private, Machine-op-inspct, Male,40, <=50K
24, Private, Sales, Female,15, <=50K
21, Private, Handlers-cleaners, Male,40, <=50K
17, Private, Sales, Male,28, <=50K
39, Private, Farming-fishing, Male,50, >50K
29, Self-emp-not-inc, Prof-specialty, Male,40, <=50K
44, Private, Exec-managerial, Male,40, >50K
24, Private, Transport-moving, Male,50, <=50K
71, Self-emp-not-inc, Sales, Male,40, >50K
51, Self-emp-not-inc, Sales, Male,40, >50K
55, Private, Other-service, Male,25, <=50K
41, Private, Exec-managerial, Male,60, >50K
23, Private, Handlers-cleaners, Female,7, <=50K
38, Private, Adm-clerical, Female,40, <=50K
39, Private, Transport-moving, Male,40, >50K
19, Private, Adm-clerical, Female,30, <=50K
49, Private, Machine-op-inspct, Female,40, <=50K
32, Private, Adm-clerical, Male,40, >50K
27, Private, Craft-repair, Male,70, <=50K
38, Private, Sales, Male,50, >50K
33, Private, Craft-repair, Female,60, <=50K
23, Private, Exec-managerial, Male,28, <=50K
33, Self-emp-inc, Craft-repair, Male,60, <=50K
54, Self-emp-not-inc, Sales, Male,40, <=50K
29, Private, Tech-support, Female,45, <=50K
35, Self-emp-not-inc, Exec-managerial, Male,40, <=50K
28, Private, Adm-clerical, Female,40, <=50K
37, Private, Prof-specialty, Male,50, >50K
42, Self-emp-not-inc, Farming-fishing, Male,65, >50K
40, Private, Prof-specialty, Male,40, <=50K
47, Private, Sales, Male,55, <=50K
22, Private, Exec-managerial, Female,50, <=50K
30, Private, Exec-managerial, Male,45, >50K
28, Private, Tech-support, Male,40, <=50K
63, Local-gov, Other-service, Male,55, <=50K
51, Self-emp-not-inc, Craft-repair, Male,20, <=50K
22, Private, Handlers-cleaners, Female,40, <=50K
35, Private, Sales, Male,45, <=50K
46, Private, Machine-op-inspct, Female,38, <=50K
37, Private, Machine-op-inspct, Male,52, <=50K
24, Private, Prof-specialty, Male,15, <=50K
37, Self-emp-not-inc, Handlers-cleaners, Male,10, <=50K
53, Private, Tech-support, Male,40, <=50K
27, Private, Sales, Male,30, <=50K
38, Private, Craft-repair, Male,44, <=50K
53, Self-emp-not-inc, Farming-fishing, Male,60, <=50K
34, Private, Craft-repair, Male,40, <=50K
23, Private, Sales, Male,40, <=50K
39, Private, Exec-managerial, Male,45, >50K
43, Private, Prof-specialty, Female,50, <=50K
67, Self-emp-inc, Exec-managerial, Male,40, >50K
81, Self-emp-not-inc, Exec-managerial, Male,30, <=50K
21, Private, Other-service, Male,20, <=50K
23, Private, Sales, Male,25, <=50K
25, Private, Transport-moving, Male,40, <=50K
42, Private, Machine-op-inspct, Female,38, <=50K
38, Private, Adm-clerical, Female,40, <=50K
32, Private, Machine-op-inspct, Male,40, <=50K
37, Private, Machine-op-inspct, Male,40, <=50K
51, Private, Exec-managerial, Male,60, >50K
22, Private, Sales, Female,42, <=50K
33, Private, Priv-house-serv, Female,40, <=50K
42, Private, Machine-op-inspct, Male,55, <=50K
51, Local-gov, Other-service, Male,40, <=50K
23, Private, Adm-clerical, Female,40, <=50K
37, Private, Machine-op-inspct, Male,44, >50K
37, Private, Craft-repair, Male,99, >50K
47, Private, Prof-specialty, Female,25, <=50K
41, Private, Prof-specialty, Male,40, >50K
33, Private, Craft-repair, Male,30, <=50K
31, Private, Sales, Male,40, >50K
31, Private, Other-service, Female,40, <=50K
35, Private, Machine-op-inspct, Male,40, <=50K
38, Self-emp-inc, Exec-managerial, Male,40, >50K
18, Private, Other-service, Female,45, <=50K
20, Private, Machine-op-inspct, Male,40, <=50K
54, Local-gov, Exec-managerial, Female,35, <=50K
40, Private, Adm-clerical, Female,40, <=50K
36, Self-emp-inc, Exec-managerial, Female,45, >50K
43, Private, Craft-repair, Male,35, <=50K
44, Self-emp-not-inc, Farming-fishing, Male,40, <=50K
44, State-gov, Prof-specialty, Female,40, >50K
43, Private, Exec-managerial, Male,43, >50K
51, Private, Other-service, Female,40, <=50K
18, Private, Other-service, Female,20, <=50K
51, Private, Exec-managerial, Male,40, <=50K
41, Private, Craft-repair, Male,30, <=50K
44, Self-emp-inc, Sales, Male,70, >50K
33, Local-gov, Transport-moving, Male,40, <=50K
33, Self-emp-not-inc, Exec-managerial, Male,40, >50K
42, Private, Exec-managerial, Male,40, >50K
25, Private, Prof-specialty, Male,45, <=50K
32, Private, Machine-op-inspct, Female,38, <=50K
32, Private, Craft-repair, Male,70, <=50K
36, Private, Exec-managerial, Female,40, <=50K
28, Private, Transport-moving, Male,40, <=50K
20, Private, Other-service, Female,20, <=50K
35, Self-emp-inc, Sales, Male,60, >50K
55, Self-emp-not-inc, Craft-repair, Male,20, <=50K
48, Private, Exec-managerial, Male,40, >50K
34, Private, Craft-repair, Male,35, >50K
28, Private, Tech-support, Female,35, <=50K
67, Private, Exec-managerial, Male,40, >50K
37, Private, Craft-repair, Male,40, <=50K
44, Private, Transport-moving, Male,70, <=50K
25, Private, Sales, Female,40, <=50K
21, Private, Exec-managerial, Female,40, <=50K
40, State-gov, Prof-specialty, Male,35, >50K
78, Private, Other-service, Female,40, <=50K
34, Private, Handlers-cleaners, Male,40, <=50K
49, Private, Adm-clerical, Female,44, <=50K
22, Private, Adm-clerical, Female,40, <=50K
60, Self-emp-not-inc, Farming-fishing, Male,42, <=50K
45, Local-gov, Protective-serv, Male,40, >50K
63, Private, Other-service, Female,20, <=50K
41, Private, Craft-repair, Female,35, <=50K
47, Private, Adm-clerical, Female,40, <=50K
44, Private, Craft-repair, Male,40, <=50K
51, Private, Prof-specialty, Female,40, <=50K
46, Private, Sales, Male,40, <=50K
41, Private, Machine-op-inspct, Male,40, <=50K
50, Self-emp-not-inc, Craft-repair, Male,30, <=50K
47, Private, Adm-clerical, Male,50, >50K
35, Private, Exec-managerial, Male,45, <=50K
56, Private, Exec-managerial, Male,55, >50K
45, Private, Prof-specialty, Male,45, <=50K
48, Federal-gov, Exec-managerial, Male,58, >50K
40, Private, Machine-op-inspct, Male,40, <=50K
39, Self-emp-inc, Exec-managerial, Male,50, >50K
20, Private, Other-service, Male,40, <=50K
50, Private, Prof-specialty, Male,65, >50K
38, State-gov, Prof-specialty, Female,40, >50K
23, Local-gov, Prof-specialty, Female,60, <=50K
31, Private, Other-service, Male,16, <=50K
58, Private, Adm-clerical, Male,40, <=50K
66, Private, Machine-op-inspct, Male,40, <=50K
39, Self-emp-inc, Exec-managerial, Male,40, >50K
54, Self-emp-not-inc, Craft-repair, Male,52, >50K
26, Private, Sales, Male,50, <=50K
51, Private, Machine-op-inspct, Female,40, <=50K
34, Private, Transport-moving, Male,40, <=50K
50, Private, Machine-op-inspct, Male,40, >50K
42, Private, Prof-specialty, Male,44, >50K
38, Private, Prof-specialty, Male,25, <=50K
48, Private, Handlers-cleaners, Male,40, <=50K
33, Private, Tech-support, Female,40, >50K
51, Private, Other-service, Female,32, <=50K
22, Private, Craft-repair, Male,40, <=50K
41, Private, Craft-repair, Male,50, <=50K
48, Local-gov, Prof-specialty, Male,35, >50K
42, Private, Sales, Female,30, <=50K
34, Private, Other-service, Male,40, <=50K
23, Private, Machine-op-inspct, Female,40, <=50K
56, Private, Other-service, Male,50, <=50K
30, Private, Prof-specialty, Male,45, <=50K
45, Private, Exec-managerial, Male,55, >50K
48, Private, Adm-clerical, Female,40, <=50K
48, Self-emp-inc, Sales, Male,50, <=50K
31, Private, Adm-clerical, Female,40, <=50K
20, State-gov, Other-service, Male,20, <=50K
27, Private, Sales, Male,40, <=50K
32, Private, Other-service, Female,40, <=50K
66, Self-emp-inc, Exec-managerial, Male,1, <=50K
37, Private, Other-service, Male,75, <=50K
34, Private, Priv-house-serv, Female,30, <=50K
90, Private, Other-service, Female,40, <=50K
23, Private, Machine-op-inspct, Female,40, <=50K
43, Private, Adm-clerical, Female,40, <=50K
44, Private, Exec-managerial, Male,60, >50K
24, Private, Tech-support, Female,37, <=50K
28, Private, Prof-specialty, Male,55, <=50K
23, Private, Other-service, Male,40, <=50K
20, Private, Sales, Female,50, <=50K
36, Private, Prof-specialty, Male,50, >50K
61, Private, Machine-op-inspct, Male,40, <=50K
53, Self-emp-not-inc, Sales, Male,40, >50K
30, Private, Adm-clerical, Male,40, >50K
52, Self-emp-not-inc, Sales, Male,55, >50K
38, Private, Craft-repair, Male,40, <=50K
32, Private, Sales, Male,40, <=50K
30, Self-emp-not-inc, Transport-moving, Male,75, <=50K
41, Private, Craft-repair, Female,40, <=50K
49, Local-gov, Prof-specialty, Male,40, >50K
45, Private, Craft-repair, Male,47, >50K
43, Self-emp-not-inc, Exec-managerial, Male,35, <=50K
61, Private, Machine-op-inspct, Male,40, <=50K
54, Private, Other-service, Male,32, <=50K
34, Private, Other-service, Female,40, <=50K
49, Private, Sales, Male,80, >50K
38, Private, Other-service, Male,40, <=50K
35, Private, Prof-specialty, Male,80, >50K
36, Private, Transport-moving, Male,40, <=50K
30, Private, Exec-managerial, Male,50, <=50K
36, Private, Tech-support, Female,60, <=50K
22, Local-gov, Prof-specialty, Female,20, <=50K
38, Private, Craft-repair, Male,40, >50K
37, Private, Craft-repair, Male,50, >50K
48, State-gov, Prof-specialty, Female,46, >50K
17, Private, Adm-clerical, Male,15, <=50K
19, Self-emp-not-inc, Craft-repair, Male,20, <=50K
27, Private, Sales, Female,40, <=50K
22, Private, Sales, Male,50, <=50K
